,nn1,nn2,nn3,nn4,nn5,nn6,nn7,nn8,nn9,nn10
JVASP-134353,JVASP-117913,JVASP-117873,JVASP-117884,JVASP-133731,JVASP-114479,JVASP-117900,JVASP-117875,JVASP-117914,JVASP-117890,JVASP-117901
JVASP-101766,JVASP-106794,JVASP-152532,JVASP-150903,JVASP-152095,JVASP-86709,JVASP-86108,JVASP-21981,JVASP-155323,JVASP-140269,JVASP-151112
JVASP-144743,JVASP-11512,JVASP-11703,JVASP-11813,JVASP-144095,JVASP-119547,JVASP-10749,JVASP-48497,JVASP-91322,JVASP-106892,JVASP-42372
JVASP-114486,JVASP-133751,JVASP-117884,JVASP-133731,JVASP-114481,JVASP-114479,JVASP-117879,JVASP-117914,JVASP-133747,JVASP-133736,JVASP-117873
JVASP-91531,JVASP-110328,JVASP-119607,JVASP-121775,JVASP-107713,JVASP-91352,JVASP-100891,JVASP-10913,JVASP-91936,JVASP-57123,JVASP-51631
JVASP-114568,JVASP-114578,JVASP-122414,JVASP-141251,JVASP-124235,JVASP-137601,JVASP-114557,JVASP-78663,JVASP-114564,JVASP-124301,JVASP-142334
JVASP-146618,JVASP-101761,JVASP-50714,JVASP-116735,JVASP-75798,JVASP-151411,JVASP-22368,JVASP-121656,JVASP-146878,JVASP-143225,JVASP-73884
JVASP-22366,JVASP-35418,JVASP-155185,JVASP-36913,JVASP-36893,JVASP-3558,JVASP-12545,JVASP-38327,JVASP-136383,JVASP-136382,JVASP-96598
JVASP-38115,JVASP-38326,JVASP-38310,JVASP-38120,JVASP-38290,JVASP-109481,JVASP-110854,JVASP-38181,JVASP-38345,JVASP-110702,JVASP-38084
JVASP-22360,JVASP-38345,JVASP-3960,JVASP-3606,JVASP-38290,JVASP-121590,JVASP-22670,JVASP-146896,JVASP-3555,JVASP-12529,JVASP-38278
JVASP-114487,JVASP-117890,JVASP-117884,JVASP-117913,JVASP-134838,JVASP-113973,JVASP-137769,JVASP-133750,JVASP-56951,JVASP-133825,JVASP-133731
JVASP-21866,JVASP-100187,JVASP-38281,JVASP-101484,JVASP-39397,JVASP-106463,JVASP-105614,JVASP-110713,JVASP-86076,JVASP-86676,JVASP-55939
JVASP-87110,JVASP-19100,JVASP-99281,JVASP-34257,JVASP-34210,JVASP-97865,JVASP-34285,JVASP-34260,JVASP-34234,JVASP-150370,JVASP-150549
JVASP-108690,JVASP-141588,JVASP-143772,JVASP-141395,JVASP-122303,JVASP-51475,JVASP-137308,JVASP-16932,JVASP-79438,JVASP-141557,JVASP-150966
JVASP-140600,JVASP-147595,JVASP-42799,JVASP-140421,JVASP-141438,JVASP-105695,JVASP-141076,JVASP-112834,JVASP-42677,JVASP-147333,JVASP-148272
JVASP-30597,JVASP-141329,JVASP-120000,JVASP-10359,JVASP-50360,JVASP-145124,JVASP-9927,JVASP-151101,JVASP-85930,JVASP-86529,JVASP-134155
JVASP-131998,JVASP-132037,JVASP-124974,JVASP-57156,JVASP-17283,JVASP-19592,JVASP-124959,JVASP-131393,JVASP-52215,JVASP-132041,JVASP-131986
JVASP-8284,JVASP-32930,JVASP-55661,JVASP-86452,JVASP-58863,JVASP-13379,JVASP-138031,JVASP-44379,JVASP-23446,JVASP-121056,JVASP-116101
JVASP-95598,JVASP-101882,JVASP-119103,JVASP-103875,JVASP-101885,JVASP-40219,JVASP-48716,JVASP-98250,JVASP-33661,JVASP-85671,JVASP-51779
JVASP-31155,JVASP-137210,JVASP-135990,JVASP-134230,JVASP-134578,JVASP-25595,JVASP-138266,JVASP-13074,JVASP-23437,JVASP-12976,JVASP-109628
JVASP-40481,JVASP-142951,JVASP-108867,JVASP-138620,JVASP-48270,JVASP-141942,JVASP-44380,JVASP-57245,JVASP-109216,JVASP-10536,JVASP-58617
JVASP-12768,JVASP-106118,JVASP-141246,JVASP-85547,JVASP-86435,JVASP-49184,JVASP-142200,JVASP-146453,JVASP-93413,JVASP-93907,JVASP-119030
JVASP-34703,JVASP-12465,JVASP-49927,JVASP-134177,JVASP-30727,JVASP-15829,JVASP-10637,JVASP-120000,JVASP-136008,JVASP-18881,JVASP-154342
JVASP-138810,JVASP-48661,JVASP-48270,JVASP-122352,JVASP-141862,JVASP-141026,JVASP-45240,JVASP-47765,JVASP-132961,JVASP-48221,JVASP-48261
JVASP-118278,JVASP-10839,JVASP-59587,JVASP-133591,JVASP-154994,JVASP-51690,JVASP-9656,JVASP-144011,JVASP-86731,JVASP-86129,JVASP-111667
JVASP-24348,JVASP-119547,JVASP-48497,JVASP-138620,JVASP-87325,JVASP-144095,JVASP-11813,JVASP-98001,JVASP-48270,JVASP-11576,JVASP-34368
JVASP-151947,JVASP-96463,JVASP-55611,JVASP-56871,JVASP-34769,JVASP-114564,JVASP-114557,JVASP-78663,JVASP-142371,JVASP-20930,JVASP-22527
JVASP-114929,JVASP-49200,JVASP-97397,JVASP-136369,JVASP-109379,JVASP-146950,JVASP-145978,JVASP-11778,JVASP-36979,JVASP-97570,JVASP-96882
JVASP-106177,JVASP-9241,JVASP-94817,JVASP-18894,JVASP-18486,JVASP-4276,JVASP-146622,JVASP-43056,JVASP-8263,JVASP-12067,JVASP-30753
JVASP-150480,JVASP-142332,JVASP-97900,JVASP-95529,JVASP-24319,JVASP-91431,JVASP-93413,JVASP-89420,JVASP-142337,JVASP-117023,JVASP-2334
JVASP-138934,JVASP-133261,JVASP-117144,JVASP-124289,JVASP-112535,JVASP-133310,JVASP-114810,JVASP-10150,JVASP-87975,JVASP-136394,JVASP-34760
JVASP-22616,JVASP-5431,JVASP-5371,JVASP-97824,JVASP-118080,JVASP-13386,JVASP-118083,JVASP-118081,JVASP-102910,JVASP-92741,JVASP-114771
JVASP-139087,JVASP-146021,JVASP-109907,JVASP-57818,JVASP-116926,JVASP-21003,JVASP-34903,JVASP-10212,JVASP-12772,JVASP-122439,JVASP-22434
JVASP-34350,JVASP-38314,JVASP-92765,JVASP-38319,JVASP-38325,JVASP-109636,JVASP-110928,JVASP-92764,JVASP-103610,JVASP-24596,JVASP-30332
JVASP-7777,JVASP-150082,JVASP-149627,JVASP-135283,JVASP-139293,JVASP-135274,JVASP-107254,JVASP-24643,JVASP-120426,JVASP-91539,JVASP-94887
JVASP-134767,JVASP-74607,JVASP-3243,JVASP-70416,JVASP-29805,JVASP-29803,JVASP-29799,JVASP-29800,JVASP-13795,JVASP-2865,JVASP-75680
JVASP-116030,JVASP-116926,JVASP-92768,JVASP-13359,JVASP-1429,JVASP-100368,JVASP-135517,JVASP-139600,JVASP-109907,JVASP-25787,JVASP-109260
JVASP-95090,JVASP-117076,JVASP-11813,JVASP-26268,JVASP-139798,JVASP-119547,JVASP-48497,JVASP-59198,JVASP-140569,JVASP-133609,JVASP-119713
JVASP-135241,JVASP-16913,JVASP-138582,JVASP-117805,JVASP-118006,JVASP-136683,JVASP-138580,JVASP-136409,JVASP-134568,JVASP-136314,JVASP-137140
JVASP-104096,JVASP-101811,JVASP-104145,JVASP-104144,JVASP-103840,JVASP-103805,JVASP-103832,JVASP-120834,JVASP-101830,JVASP-104130,JVASP-104160
JVASP-139407,JVASP-78570,JVASP-116315,JVASP-30191,JVASP-115236,JVASP-54957,JVASP-9130,JVASP-107154,JVASP-118692,JVASP-124268,JVASP-170
JVASP-108958,JVASP-18894,JVASP-94817,JVASP-134493,JVASP-5473,JVASP-154639,JVASP-34237,JVASP-57241,JVASP-109218,JVASP-9234,JVASP-44379
JVASP-138845,JVASP-107855,JVASP-104529,JVASP-139371,JVASP-106453,JVASP-43078,JVASP-37000,JVASP-104999,JVASP-36877,JVASP-40469,JVASP-12429
JVASP-135748,JVASP-118105,JVASP-132374,JVASP-124589,JVASP-79207,JVASP-25272,JVASP-949,JVASP-25380,JVASP-118104,JVASP-105705,JVASP-135754
JVASP-138933,JVASP-136396,JVASP-133261,JVASP-114810,JVASP-136394,JVASP-34226,JVASP-133310,JVASP-117144,JVASP-26741,JVASP-112535,JVASP-34760
JVASP-134837,JVASP-118075,JVASP-32400,JVASP-120439,JVASP-112877,JVASP-152845,JVASP-119296,JVASP-121989,JVASP-145901,JVASP-29296,JVASP-143951
JVASP-134725,JVASP-115790,JVASP-115792,JVASP-38546,JVASP-106567,JVASP-110760,JVASP-108572,JVASP-107100,JVASP-92338,JVASP-38495,JVASP-99690
JVASP-111797,JVASP-38676,JVASP-108867,JVASP-58986,JVASP-117266,JVASP-57350,JVASP-11576,JVASP-154781,JVASP-145697,JVASP-98227,JVASP-150568
JVASP-146635,JVASP-120578,JVASP-39140,JVASP-25602,JVASP-104787,JVASP-21981,JVASP-52810,JVASP-27065,JVASP-52989,JVASP-141250,JVASP-38325
JVASP-147554,JVASP-98001,JVASP-48109,JVASP-119547,JVASP-48497,JVASP-144268,JVASP-42826,JVASP-99366,JVASP-26410,JVASP-21138,JVASP-57362
JVASP-118245,JVASP-146358,JVASP-14217,JVASP-12757,JVASP-36959,JVASP-21258,JVASP-52528,JVASP-36898,JVASP-10536,JVASP-12467,JVASP-54443
JVASP-46904,JVASP-122405,JVASP-116504,JVASP-118992,JVASP-146770,JVASP-140210,JVASP-112908,JVASP-133191,JVASP-122403,JVASP-144382,JVASP-145140
JVASP-102356,JVASP-99523,JVASP-99684,JVASP-108972,JVASP-108846,JVASP-49773,JVASP-102410,JVASP-107600,JVASP-153088,JVASP-152937,JVASP-106419
JVASP-134507,JVASP-109912,JVASP-78494,JVASP-22677,JVASP-110096,JVASP-85782,JVASP-115310,JVASP-1417,JVASP-96463,JVASP-114731,JVASP-118124
JVASP-86948,JVASP-44555,JVASP-46825,JVASP-141237,JVASP-44539,JVASP-44541,JVASP-44646,JVASP-44556,JVASP-44648,JVASP-97578,JVASP-113186
JVASP-29264,JVASP-141283,JVASP-133163,JVASP-138266,JVASP-142263,JVASP-134230,JVASP-5503,JVASP-120892,JVASP-124286,JVASP-46392,JVASP-135990
JVASP-21961,JVASP-110713,JVASP-38281,JVASP-106463,JVASP-100187,JVASP-102265,JVASP-103576,JVASP-110720,JVASP-146392,JVASP-103202,JVASP-107632
JVASP-90503,JVASP-38325,JVASP-146896,JVASP-38299,JVASP-3960,JVASP-38319,JVASP-155337,JVASP-38314,JVASP-27065,JVASP-38278,JVASP-90191
JVASP-15673,JVASP-98482,JVASP-26354,JVASP-57036,JVASP-8609,JVASP-26389,JVASP-91726,JVASP-57528,JVASP-8683,JVASP-24999,JVASP-149243
JVASP-34486,JVASP-110191,JVASP-141588,JVASP-135604,JVASP-43056,JVASP-146622,JVASP-45792,JVASP-138628,JVASP-143772,JVASP-154738,JVASP-154794
JVASP-105301,JVASP-20180,JVASP-97658,JVASP-109497,JVASP-50903,JVASP-55519,JVASP-29744,JVASP-18475,JVASP-43960,JVASP-37573,JVASP-115326
JVASP-10211,JVASP-12478,JVASP-59085,JVASP-34368,JVASP-55675,JVASP-144095,JVASP-152199,JVASP-151234,JVASP-152257,JVASP-152243,JVASP-152445
JVASP-119068,JVASP-152959,JVASP-85460,JVASP-152571,JVASP-140957,JVASP-152052,JVASP-148907,JVASP-7791,JVASP-58366,JVASP-89044,JVASP-154885
JVASP-98791,JVASP-32687,JVASP-122309,JVASP-32394,JVASP-34441,JVASP-92580,JVASP-97907,JVASP-57502,JVASP-33121,JVASP-92548,JVASP-32484
JVASP-2745,JVASP-21783,JVASP-141968,JVASP-97047,JVASP-44349,JVASP-116730,JVASP-112715,JVASP-50507,JVASP-50444,JVASP-117233,JVASP-59750
JVASP-107099,JVASP-38304,JVASP-102400,JVASP-110400,JVASP-97784,JVASP-97613,JVASP-35638,JVASP-100869,JVASP-50043,JVASP-109324,JVASP-109626
JVASP-136645,JVASP-138274,JVASP-142185,JVASP-123792,JVASP-149516,JVASP-149528,JVASP-138215,JVASP-138208,JVASP-139186,JVASP-139206,JVASP-139213
JVASP-136336,JVASP-136393,JVASP-114809,JVASP-136952,JVASP-134270,JVASP-138665,JVASP-115257,JVASP-115685,JVASP-135877,JVASP-134555,JVASP-118628
JVASP-12930,JVASP-91352,JVASP-12484,JVASP-50886,JVASP-19366,JVASP-26762,JVASP-104529,JVASP-40900,JVASP-34672,JVASP-10210,JVASP-52286
JVASP-48604,JVASP-141076,JVASP-46252,JVASP-144110,JVASP-120741,JVASP-46281,JVASP-46244,JVASP-143112,JVASP-122326,JVASP-44706,JVASP-42276
JVASP-21928,JVASP-38335,JVASP-136383,JVASP-136382,JVASP-96598,JVASP-35418,JVASP-39230,JVASP-105081,JVASP-12545,JVASP-110715,JVASP-106666
JVASP-138911,JVASP-38283,JVASP-150628,JVASP-12308,JVASP-12417,JVASP-12352,JVASP-109545,JVASP-57196,JVASP-137996,JVASP-18031,JVASP-149582
JVASP-110376,JVASP-106226,JVASP-107145,JVASP-107629,JVASP-101382,JVASP-102360,JVASP-107109,JVASP-105552,JVASP-104502,JVASP-109488,JVASP-106448
JVASP-62279,JVASP-29488,JVASP-36825,JVASP-112969,JVASP-140732,JVASP-5470,JVASP-36803,JVASP-29333,JVASP-5806,JVASP-8675,JVASP-96761
JVASP-133386,JVASP-23997,JVASP-30068,JVASP-29330,JVASP-87318,JVASP-98638,JVASP-12045,JVASP-96793,JVASP-85507,JVASP-34384,JVASP-95248
JVASP-21388,JVASP-50790,JVASP-23901,JVASP-13907,JVASP-119547,JVASP-48497,JVASP-20996,JVASP-57712,JVASP-95689,JVASP-14177,JVASP-88041
JVASP-121004,JVASP-118474,JVASP-118040,JVASP-54689,JVASP-32999,JVASP-136744,JVASP-88246,JVASP-134053,JVASP-113650,JVASP-118490,JVASP-136379
JVASP-144829,JVASP-43685,JVASP-100417,JVASP-120983,JVASP-18424,JVASP-111506,JVASP-86558,JVASP-85959,JVASP-10941,JVASP-30424,JVASP-58582
JVASP-23351,JVASP-23901,JVASP-95689,JVASP-57134,JVASP-102866,JVASP-57175,JVASP-57724,JVASP-50790,JVASP-121511,JVASP-116361,JVASP-97011
JVASP-59548,JVASP-90719,JVASP-149993,JVASP-150080,JVASP-3627,JVASP-3633,JVASP-53354,JVASP-50921,JVASP-19663,JVASP-90424,JVASP-95049
JVASP-150521,JVASP-51670,JVASP-51673,JVASP-51672,JVASP-152112,JVASP-87286,JVASP-95556,JVASP-54745,JVASP-99185,JVASP-90220,JVASP-95603
JVASP-33320,JVASP-29727,JVASP-122266,JVASP-98161,JVASP-139921,JVASP-32013,JVASP-95258,JVASP-116787,JVASP-116577,JVASP-98431,JVASP-98573
JVASP-147502,JVASP-110328,JVASP-110696,JVASP-108847,JVASP-119607,JVASP-107713,JVASP-12984,JVASP-104529,JVASP-99523,JVASP-9973,JVASP-100891
JVASP-22445,JVASP-32321,JVASP-59082,JVASP-101374,JVASP-114990,JVASP-90143,JVASP-7992,JVASP-55661,JVASP-150253,JVASP-9704,JVASP-63646
JVASP-151255,JVASP-113164,JVASP-96748,JVASP-90614,JVASP-10149,JVASP-59085,JVASP-139798,JVASP-26268,JVASP-117076,JVASP-98471,JVASP-3612
JVASP-106405,JVASP-38339,JVASP-109875,JVASP-100671,JVASP-38213,JVASP-102081,JVASP-90011,JVASP-90245,JVASP-38341,JVASP-103575,JVASP-107867
JVASP-58361,JVASP-143704,JVASP-142410,JVASP-58627,JVASP-140393,JVASP-145282,JVASP-119702,JVASP-11673,JVASP-117196,JVASP-57366,JVASP-141820
JVASP-2679,JVASP-59198,JVASP-140569,JVASP-133609,JVASP-12478,JVASP-122489,JVASP-147271,JVASP-45299,JVASP-119547,JVASP-48497,JVASP-11813
JVASP-125392,JVASP-125384,JVASP-118398,JVASP-120213,JVASP-120215,JVASP-120236,JVASP-125435,JVASP-52902,JVASP-120237,JVASP-52873,JVASP-135046
JVASP-10931,JVASP-87325,JVASP-119547,JVASP-48497,JVASP-11813,JVASP-106880,JVASP-11593,JVASP-113698,JVASP-133609,JVASP-147446,JVASP-59198
JVASP-9483,JVASP-10924,JVASP-10332,JVASP-30532,JVASP-119598,JVASP-11545,JVASP-30324,JVASP-30635,JVASP-11543,JVASP-141600,JVASP-9726
JVASP-25664,JVASP-3612,JVASP-55675,JVASP-59085,JVASP-139798,JVASP-26268,JVASP-12478,JVASP-117076,JVASP-113164,JVASP-96748,JVASP-10149
JVASP-136325,JVASP-136385,JVASP-118109,JVASP-136407,JVASP-136406,JVASP-136388,JVASP-8664,JVASP-118105,JVASP-118112,JVASP-118103,JVASP-118102
JVASP-138915,JVASP-57523,JVASP-36822,JVASP-36816,JVASP-40485,JVASP-94842,JVASP-36990,JVASP-36817,JVASP-36971,JVASP-11160,JVASP-155464
JVASP-98034,JVASP-33885,JVASP-117880,JVASP-112098,JVASP-94296,JVASP-138388,JVASP-23369,JVASP-22523,JVASP-152488,JVASP-152293,JVASP-111410
JVASP-119460,JVASP-50037,JVASP-3864,JVASP-22670,JVASP-50033,JVASP-50512,JVASP-155344,JVASP-105941,JVASP-55611,JVASP-3888,JVASP-3828
JVASP-45994,JVASP-50033,JVASP-50512,JVASP-50037,JVASP-120426,JVASP-112380,JVASP-51602,JVASP-97369,JVASP-55329,JVASP-96748,JVASP-113164
JVASP-107491,JVASP-96923,JVASP-155184,JVASP-3558,JVASP-38319,JVASP-92765,JVASP-12545,JVASP-38314,JVASP-105941,JVASP-25806,JVASP-155181
JVASP-92505,JVASP-38283,JVASP-109545,JVASP-138663,JVASP-138662,JVASP-102420,JVASP-38329,JVASP-38269,JVASP-37634,JVASP-57196,JVASP-38339
JVASP-13060,JVASP-29223,JVASP-8665,JVASP-90417,JVASP-146788,JVASP-55627,JVASP-12513,JVASP-5821,JVASP-93489,JVASP-135135,JVASP-139185
JVASP-112924,JVASP-98001,JVASP-119547,JVASP-48497,JVASP-48270,JVASP-141633,JVASP-48125,JVASP-119364,JVASP-138620,JVASP-146593,JVASP-44380
JVASP-136629,JVASP-3864,JVASP-155344,JVASP-22670,JVASP-105941,JVASP-3876,JVASP-38272,JVASP-144820,JVASP-146896,JVASP-142792,JVASP-10149
JVASP-121010,JVASP-118503,JVASP-120242,JVASP-121071,JVASP-120232,JVASP-120216,JVASP-98122,JVASP-134946,JVASP-8822,JVASP-136747,JVASP-134945
JVASP-133730,JVASP-133753,JVASP-133754,JVASP-124234,JVASP-133758,JVASP-133755,JVASP-164,JVASP-133752,JVASP-55638,JVASP-133756,JVASP-133736
JVASP-134519,JVASP-113501,JVASP-118117,JVASP-118134,JVASP-118118,JVASP-118107,JVASP-118110,JVASP-115903,JVASP-118101,JVASP-136387,JVASP-117835
JVASP-147306,JVASP-23195,JVASP-55329,JVASP-3888,JVASP-112380,JVASP-146435,JVASP-23189,JVASP-117076,JVASP-26268,JVASP-139798,JVASP-144407
JVASP-33530,JVASP-23964,JVASP-34791,JVASP-33746,JVASP-23958,JVASP-97666,JVASP-24028,JVASP-33318,JVASP-52877,JVASP-95595,JVASP-98324
JVASP-52221,JVASP-50204,JVASP-36778,JVASP-36775,JVASP-103579,JVASP-36780,JVASP-44568,JVASP-36776,JVASP-18422,JVASP-114158,JVASP-36777
JVASP-138442,JVASP-133747,JVASP-133752,JVASP-55638,JVASP-133756,JVASP-133754,JVASP-133755,JVASP-133832,JVASP-133839,JVASP-133841,JVASP-133731
JVASP-128875,JVASP-128902,JVASP-4537,JVASP-36407,JVASP-36188,JVASP-128867,JVASP-49752,JVASP-1390,JVASP-128919,JVASP-128904,JVASP-104755
JVASP-98944,JVASP-116787,JVASP-116577,JVASP-89850,JVASP-33593,JVASP-98161,JVASP-33832,JVASP-52444,JVASP-113784,JVASP-33316,JVASP-52419
JVASP-122562,JVASP-122594,JVASP-122606,JVASP-124643,JVASP-135678,JVASP-124678,JVASP-122587,JVASP-128831,JVASP-122597,JVASP-127393,JVASP-139737
JVASP-34780,JVASP-55611,JVASP-34769,JVASP-56871,JVASP-96463,JVASP-36108,JVASP-113040,JVASP-114564,JVASP-85782,JVASP-114557,JVASP-78663
JVASP-50754,JVASP-150109,JVASP-106786,JVASP-18422,JVASP-36775,JVASP-44568,JVASP-46283,JVASP-46250,JVASP-146606,JVASP-49970,JVASP-58986
JVASP-107503,JVASP-38540,JVASP-136369,JVASP-155330,JVASP-99807,JVASP-112380,JVASP-38700,JVASP-118610,JVASP-50037,JVASP-11778,JVASP-50512
JVASP-58395,JVASP-150082,JVASP-149627,JVASP-139293,JVASP-107254,JVASP-135283,JVASP-135274,JVASP-24643,JVASP-139288,JVASP-91539,JVASP-106659
JVASP-34422,JVASP-38329,JVASP-38269,JVASP-102271,JVASP-107625,JVASP-101664,JVASP-150763,JVASP-12489,JVASP-12497,JVASP-140891,JVASP-116693
JVASP-107845,JVASP-38304,JVASP-101512,JVASP-107851,JVASP-107132,JVASP-100869,JVASP-107408,JVASP-102400,JVASP-99715,JVASP-38339,JVASP-100691
JVASP-8768,JVASP-5236,JVASP-115910,JVASP-124279,JVASP-55634,JVASP-14109,JVASP-56209,JVASP-58833,JVASP-14127,JVASP-124294,JVASP-115908
JVASP-47739,JVASP-48270,JVASP-138620,JVASP-48661,JVASP-142951,JVASP-45240,JVASP-141026,JVASP-110339,JVASP-44380,JVASP-10536,JVASP-110727
JVASP-141973,JVASP-10149,JVASP-146896,JVASP-3612,JVASP-3828,JVASP-139798,JVASP-26268,JVASP-140981,JVASP-3786,JVASP-132898,JVASP-27065
JVASP-13927,JVASP-10913,JVASP-142263,JVASP-57123,JVASP-91936,JVASP-122495,JVASP-121775,JVASP-9229,JVASP-120892,JVASP-11290,JVASP-112715
JVASP-144132,JVASP-90719,JVASP-3633,JVASP-149993,JVASP-150080,JVASP-3627,JVASP-53354,JVASP-19663,JVASP-38009,JVASP-50921,JVASP-151044
JVASP-63322,JVASP-110328,JVASP-110696,JVASP-108847,JVASP-107713,JVASP-89614,JVASP-119607,JVASP-21783,JVASP-91352,JVASP-104529,JVASP-100891
JVASP-136091,JVASP-115873,JVASP-143666,JVASP-134580,JVASP-12334,JVASP-8691,JVASP-29883,JVASP-37358,JVASP-134231,JVASP-33862,JVASP-135987
JVASP-29979,JVASP-50459,JVASP-50417,JVASP-26418,JVASP-26316,JVASP-45671,JVASP-133423,JVASP-23623,JVASP-46079,JVASP-50387,JVASP-45397
JVASP-105676,JVASP-106445,JVASP-104797,JVASP-38304,JVASP-34261,JVASP-34230,JVASP-109888,JVASP-98871,JVASP-109626,JVASP-110503,JVASP-10484
JVASP-29913,JVASP-51021,JVASP-30076,JVASP-95953,JVASP-95954,JVASP-29226,JVASP-29340,JVASP-55714,JVASP-32188,JVASP-52906,JVASP-12922
JVASP-50665,JVASP-106786,JVASP-150109,JVASP-34829,JVASP-36778,JVASP-58986,JVASP-110818,JVASP-108867,JVASP-49871,JVASP-49970,JVASP-109902
JVASP-879,JVASP-118767,JVASP-118768,JVASP-25316,JVASP-79199,JVASP-7379,JVASP-118764,JVASP-118780,JVASP-56209,JVASP-25104,JVASP-855
JVASP-33501,JVASP-98154,JVASP-98907,JVASP-29414,JVASP-29489,JVASP-29851,JVASP-29401,JVASP-29834,JVASP-29810,JVASP-29855,JVASP-97504
JVASP-123200,JVASP-123227,JVASP-130780,JVASP-123221,JVASP-123244,JVASP-123229,JVASP-130774,JVASP-131750,JVASP-123193,JVASP-130794,JVASP-130748
JVASP-138938,JVASP-88788,JVASP-52511,JVASP-110854,JVASP-10226,JVASP-50821,JVASP-88787,JVASP-140681,JVASP-38310,JVASP-140006,JVASP-138536
JVASP-14258,JVASP-55611,JVASP-56871,JVASP-34769,JVASP-114557,JVASP-78663,JVASP-36108,JVASP-114564,JVASP-1285,JVASP-96463,JVASP-116526
JVASP-95250,JVASP-33892,JVASP-101855,JVASP-101857,JVASP-101850,JVASP-119103,JVASP-101852,JVASP-103856,JVASP-48716,JVASP-45961,JVASP-5212
JVASP-106924,JVASP-103575,JVASP-102081,JVASP-107867,JVASP-3657,JVASP-100084,JVASP-109875,JVASP-38339,JVASP-105627,JVASP-105613,JVASP-105638
JVASP-50690,JVASP-132936,JVASP-140417,JVASP-117071,JVASP-117446,JVASP-146254,JVASP-46194,JVASP-43059,JVASP-56680,JVASP-133622,JVASP-142951
JVASP-143751,JVASP-96748,JVASP-113164,JVASP-122511,JVASP-56623,JVASP-90614,JVASP-139798,JVASP-26268,JVASP-146495,JVASP-10149,JVASP-87198
JVASP-114205,JVASP-32903,JVASP-44380,JVASP-107638,JVASP-11780,JVASP-8324,JVASP-148151,JVASP-146949,JVASP-141633,JVASP-8263,JVASP-146593
JVASP-124930,JVASP-124974,JVASP-124959,JVASP-131393,JVASP-124935,JVASP-124918,JVASP-132037,JVASP-124977,JVASP-124772,JVASP-131415,JVASP-124912
JVASP-48124,JVASP-48408,JVASP-44753,JVASP-133713,JVASP-137763,JVASP-141842,JVASP-43545,JVASP-42960,JVASP-45933,JVASP-139897,JVASP-116826
JVASP-8354,JVASP-9241,JVASP-18894,JVASP-94817,JVASP-112828,JVASP-90431,JVASP-115353,JVASP-145633,JVASP-30228,JVASP-147154,JVASP-44678
JVASP-108977,JVASP-132836,JVASP-34425,JVASP-109844,JVASP-98871,JVASP-116797,JVASP-150602,JVASP-151611,JVASP-102400,JVASP-109626,JVASP-109324
JVASP-134245,JVASP-117532,JVASP-95700,JVASP-50032,JVASP-19097,JVASP-96463,JVASP-102605,JVASP-3612,JVASP-91216,JVASP-34204,JVASP-87984
JVASP-127241,JVASP-127233,JVASP-54865,JVASP-78947,JVASP-124367,JVASP-8578,JVASP-8145,JVASP-93803,JVASP-153190,JVASP-2133,JVASP-149884
JVASP-22934,JVASP-144650,JVASP-89269,JVASP-91327,JVASP-119078,JVASP-112575,JVASP-55479,JVASP-133429,JVASP-50387,JVASP-119109,JVASP-151839
JVASP-138842,JVASP-66310,JVASP-135838,JVASP-66565,JVASP-64565,JVASP-50131,JVASP-110096,JVASP-66371,JVASP-64354,JVASP-8115,JVASP-113040
JVASP-136640,JVASP-113117,JVASP-120897,JVASP-134179,JVASP-120895,JVASP-141257,JVASP-55631,JVASP-132989,JVASP-154813,JVASP-29381,JVASP-122043
JVASP-1936,JVASP-57251,JVASP-116182,JVASP-128553,JVASP-32959,JVASP-124313,JVASP-116180,JVASP-116177,JVASP-136107,JVASP-136106,JVASP-138325
JVASP-138684,JVASP-115595,JVASP-114552,JVASP-4537,JVASP-114563,JVASP-36188,JVASP-49752,JVASP-49935,JVASP-106474,JVASP-79526,JVASP-128902
JVASP-98231,JVASP-37218,JVASP-104865,JVASP-38372,JVASP-90811,JVASP-112349,JVASP-11725,JVASP-106584,JVASP-53354,JVASP-5539,JVASP-90424
JVASP-110345,JVASP-109844,JVASP-102400,JVASP-100429,JVASP-107105,JVASP-38087,JVASP-109840,JVASP-38283,JVASP-140469,JVASP-107609,JVASP-109545
JVASP-134780,JVASP-49603,JVASP-49673,JVASP-118563,JVASP-115456,JVASP-10166,JVASP-9556,JVASP-30661,JVASP-9462,JVASP-9218,JVASP-139227
JVASP-52224,JVASP-132936,JVASP-117446,JVASP-140417,JVASP-146562,JVASP-10898,JVASP-11469,JVASP-42305,JVASP-144725,JVASP-46194,JVASP-103753
JVASP-106929,JVASP-100132,JVASP-104826,JVASP-8088,JVASP-147742,JVASP-86453,JVASP-135912,JVASP-59756,JVASP-34779,JVASP-35694,JVASP-36844
JVASP-118314,JVASP-133888,JVASP-134556,JVASP-114808,JVASP-124235,JVASP-137235,JVASP-124301,JVASP-115310,JVASP-147357,JVASP-98352,JVASP-114175
JVASP-87072,JVASP-55634,JVASP-14109,JVASP-56209,JVASP-115910,JVASP-5236,JVASP-124279,JVASP-36714,JVASP-12982,JVASP-115897,JVASP-14127
JVASP-114456,JVASP-118753,JVASP-118752,JVASP-118083,JVASP-118082,JVASP-118080,JVASP-97824,JVASP-113465,JVASP-5371,JVASP-118748,JVASP-13386
